UserID,Age,MonthlySpend,PreferredPayment,SubscriptionType,LastLogin,SessionDurationMinutes
10187,60,2530.5679945992742,Card,Premium,2023-05-24,65.52040954396577
10419,42,6137.688917113953,Card,Free,2023-12-22,25.215377360775047
10451,57,897.0342240302498,Wallet,,2023-01-13,37.44366221993823
10054,56,153.85168841681002,,Basic,2023-04-20,30.860667571599336
10449,35,2655.5084106750014,Card,Basic,2023-05-22,64.3292952674274
10400,40,1641.0876234133364,UPI,Basic,2023-04-29,55.87236396285336
10409,19,797.7087438732393,UPI,Basic,2023-11-20,41.98221557550911
10130,28,1828.1198065523645,,Premium,2023-05-10,38.263633917811646
10260,49,163.95499747707314,UPI,Basic,2023-11-16,74.82096574950131
10324,61,87.3776318176079,Card,Free,2023-11-27,43.14098937615798
10365,41,679.540019182479,Card,Basic,2023-01-28,47.264067206129226
10019,31,2530.5679945992742,Card,,2023-05-30,23.847340142876853
10067,64,394.1978202805477,,Free,2023-11-28,35.27919320379745
10460,44,1572.7874116890273,UPI,Basic,2023-12-17,39.13840284616189
10428,44,7716.796839680481,Card,Basic,2023-11-13,-10.0
10311,,2598.5713447850208,,Free,2023-11-15,69.16055523847946
10395,36,491.30218657678296,UPI,Free,2023-11-06,45.54444194289129
10487,,1641.7166858889918,,,2023-01-30,37.03840152129368
10303,27,1911.9305933042385,Card,Free,2023-08-31,59.11736940057474
10477,18,1314.345245045799,UPI,Free,2023-02-06,28.274728955848975
10012,150,12999.098823103757,Card,Free,2023-09-15,41.29455348695931
10486,,6421.3840331805,,Free,2023-08-12,65.76652593176483
10385,150,2464.093283669197,UPI,Basic,2023-10-24,39.13840284616189
10448,31,386.3367465640226,Card,,2023-09-14,50.644771056974015
10389,36,3479.5973116525092,,Free,2023-04-20,65.76652593176483
10291,57,1742.0585409342018,UPI,,2023-05-15,40.571171562129585
10260,64,2568.0902279418065,,Basic,2023-07-15,51.25784420675807
10311,21,1037.9770859766727,,Free,2023-05-21,53.502705390259464
10276,44,67.20683651133332,Wallet,Free,2023-04-02,35.423964688140444
10432,,2334.773643811542,Card,Basic,2023-05-18,95.29323019425823
10330,61,2954.436495368425,UPI,Free,2023-11-19,46.252742157411895
10488,26,2356.205037678496,Card,Free,2023-10-29,37.03840152129368
10052,61,3916.2103205219605,Card,Free,2023-06-03,53.39133888595153
10390,-5,3029.744260930047,Card,,2023-03-20,52.91839820488676
10440,150,2509.6462861965438,,Free,2023-02-26,52.20902653713999
10212,25,978.8553612316553,Card,Free,2023-07-31,45.54444194289129
10475,49,2156.5014681724315,,Basic,2023-04-05,62.0189810804963
10475,27,2807.0985884842567,Card,Basic,2023-10-17,50.15075237999534
10251,49,1597.174928455757,,,2023-07-03,36.51075790189334
10147,44,5111.192114621717,Card,Basic,2023-06-05,39.0979016056283
10038,25,2486.799400730023,Card,Basic,2023-10-20,43.75337072408142
10066,28,345.7542853003384,,Basic,2023-04-04,35.09580645956753
10039,56,1100.976647372506,,Free,2023-07-13,59.154676788045066
10092,18,1277.0715774978883,UPI,,2023-04-05,48.42855763046857
10380,49,3717.9930923206557,,Basic,2023-01-24,45.362074977556645
10248,49,2655.5084106750014,,Basic,2023-08-16,42.56036414051895
10095,21,250.2309857092876,Wallet,Free,2023-11-29,32.9353582411633
10321,29,4050.3027049595894,Card,Free,2023-01-03,50.14122707222659
10265,26,2067.146096016126,UPI,,2023-02-03,42.855209888394334
10079,26,628.156014571049,Card,Free,2023-07-06,64.82284547480216
10363,27,866.3197065697954,,,2023-01-23,64.6394093562367
10184,54,7075.73150985409,UPI,Free,2023-10-19,69.26735783528903
10058,-5,433.84457885818915,,Free,2023-08-05,65.52040954396577
10351,49,978.8553612316553,Card,Premium,2023-11-22,21.37171210805929
10123,24,357.3287320008466,Card,Free,2023-12-25,28.41818564469917
10303,31,882.3941117159601,Card,,2023-11-13,50.555426239035405
10292,39,320.3413077719331,UPI,,2023-10-29,40.87629985321321
10159,58,1678.2792670232423,,Free,2023-02-05,-10.0
10023,20,3606.252414133673,UPI,Premium,2023-09-15,48.12332370678227
10011,-5,1909.5128231497993,Wallet,Free,2023-06-08,52.20902653713999
10452,41,1129.8891727468058,UPI,Free,2023-03-02,43.225197964755075
10271,,4924.097913506088,,Free,2023-02-06,30.46599584485846
10069,41,86.69761136798836,Wallet,,2023-01-06,57.84485752032385
10308,59,3628.3460568961023,Card,Basic,2023-05-19,30.662024598546807
10297,26,2593.31164862305,,Basic,2023-08-21,55.930383935498675
10399,25,2356.205037678496,Card,,2023-02-01,40.571171562129585
10179,48,594.5043970622327,Card,,2023-04-12,53.81781091959154
10310,59,9435.912159084908,UPI,Free,2023-07-21,34.711600424811685
10234,26,5111.192114621717,UPI,Premium,2023-11-23,32.57134650103396
10364,26,2266.949786163027,UPI,Free,2023-03-16,63.13005466237361
10282,30,5883.833626723927,,Premium,2023-05-09,41.29455348695931
10184,19,500.97640422987257,UPI,,2023-03-15,54.90408019442225
10393,34,679.540019182479,,,2023-04-04,41.75606528117196
10120,52,2231.133453732423,,,2023-07-07,32.57134650103396
10164,150,2665.340869827939,UPI,,2023-08-23,62.41051004075261
10236,-5,3902.495228779539,Card,Free,2023-03-13,32.19985669644315
10238,33,10454.524629109874,Wallet,Basic,2023-06-13,42.667341626158766
10414,23,5246.030942211806,,Basic,2023-10-24,68.88659507216825
10260,62,1053.6198164701075,Card,,2023-12-18,55.87236396285336
10293,46,5727.0321095649615,,Basic,2023-03-06,42.553013468713466
10211,36,205.32729804783585,UPI,Premium,2023-09-25,51.25784420675807
10045,46,1631.068193969838,UPI,Premium,2023-11-09,43.78783681280752
10470,23,1066.1725916414232,,Basic,2023-06-19,35.404205404910826
10121,55,1237.6966370584923,UPI,Premium,2023-11-18,41.88735373454372
10024,,8817.372837242725,Card,Free,2023-09-09,42.30510796964236
10475,52,67.58480614454771,Wallet,,2023-05-30,31.579982423548458
10033,51,1842.9048895746184,,Free,2023-12-31,50.392786687566215
10156,22,1237.6966370584923,Card,Basic,2023-10-05,10.978913976528275
10121,59,1752.942619039338,UPI,Premium,2023-04-02,36.99055340596151
10341,,1752.942619039338,Wallet,Free,2023-05-02,47.264067206129226
10096,21,500.97640422987257,Wallet,Free,2023-06-24,28.587365124845512
10157,49,1027.205719862787,Card,Basic,2023-03-15,42.51142943568824
10068,29,1149.2699798388815,,Free,2023-01-08,41.87998371007682
10293,24,1632.984716929767,Card,,2023-06-10,55.255739616544744
10073,,1521.8058386730659,Card,Free,2023-06-02,53.34118268556033
10077,150,2486.799400730023,UPI,,2023-10-13,5.940999438714272
10291,25,1551.0430248715177,UPI,Premium,2023-03-07,55.87236396285336
10314,33,0.0,UPI,,2023-04-25,45.03668792043022
10029,27,5167.92097501059,Card,Free,2023-01-03,59.11736940057474
10243,24,2614.4898498476455,Card,Free,2023-12-09,30.617821646717083
10388,26,1892.1626289055148,Card,Basic,2023-09-03,49.62767656127804
10315,18,2509.6462861965438,,Free,2023-11-27,41.94125356091234
10369,-5,3863.8843751757895,Card,,2023-05-28,26.929200819306296
10380,49,3717.9930923206557,,Basic,2023-01-24,45.362074977556645
10436,18,4264.260809208303,Card,Basic,2023-08-24,87.33595093459
10417,64,679.540019182479,Card,Basic,2023-09-30,55.19049753743624
10187,60,2530.5679945992742,Card,Premium,2023-05-24,65.52040954396577
10445,18,1152.4806649545144,Card,,2023-01-23,53.959790522237284
10110,38,1943.3151391082667,Wallet,Basic,2023-10-10,53.282863388861784
