TransactionID,Date,ProductCategory,ProductName,Quantity,UnitPrice,Discount(%),TotalAmount,Profit,PaymentMode,CustomerType,StoreLocation
100288,2023-04-09,Snacks,Nuts,8,399.83,0,3198.64,776.69,Cash,Member,Urban
100289,2023-06-02,Beverages,Tea,7,79.28,10,499.46,123.46,UPI,Regular,Semi-Urban
100290,2023-12-15,Fruits,Orange,15,73.86,15,941.72,120.21,UPI,Regular,Urban
100291,2023-12-04,Snacks,Chocolate,14,325.28,0,4553.92,1335.37,Card,New,Urban
100292,2023-07-13,Dairy,Butter,8,106.62,0,852.96,225.36,Card,New,Rural
100293,2023-11-06,Fruits,Banana,12,57.83,0,693.96,97.78,UPI,Member,Urban
100294,2023-06-12,Fruits,Mango,13,91.76,15,1013.95,139.15,Cash,New,Urban
100295,2023-07-27,Dairy,Milk,11,462.63,5,4834.48,604.95,UPI,Regular,Rural
100296,2023-06-18,Household,Soap,17,412.52,5,6662.2,850.6,Cash,Member,Semi-Urban
100297,2023-06-10,Fruits,Banana,17,183.49,0,3119.33,778.69,Cash,New,Rural
100298,2023-03-09,Snacks,Nuts,4,331.35,0,1325.4,257.04,Cash,Member,Rural
100299,2023-10-16,Beverages,Tea,8,273.27,10,1967.54,504.85,UPI,Regular,Rural
100300,2023-10-04,Fruits,Banana,5,341.79,0,1708.95,425.96,Cash,New,Semi-Urban
100301,2023-10-31,Snacks,Nuts,16,344.51,5,5236.55,1156.87,UPI,Regular,Urban
100302,2023-05-15,Vegetables,Onion,4,318.08,15,1081.47,256.6,Cash,Regular,Urban
100303,2023-07-14,Snacks,Biscuits,15,140.39,0,2105.85,218.32,Cash,Member,Rural
100304,2023-05-08,Beverages,Coffee,12,29.11,5,331.85,53.88,UPI,Member,Rural
100305,2023-02-02,Snacks,Chips,5,233.23,0,1166.15,265.37,Card,Member,Urban
100306,2023-06-25,Dairy,Milk,16,446.58,5,6788.02,691.49,Card,New,Urban
100307,2023-01-22,Beverages,Coffee,14,289.05,0,4046.7,431.36,UPI,New,Urban
100308,2023-08-26,Household,Soap,10,417.87,10,3760.83,1016.84,UPI,Member,Semi-Urban
100309,2023-06-07,Vegetables,Carrot,7,495.9,0,3471.3,822.02,Card,New,Semi-Urban
100310,2023-02-07,Dairy,Butter,13,90.17,0,1172.21,179.43,Card,New,Rural
100311,2023-08-18,Household,Tissue,5,348.97,5,1657.61,393.84,Card,Member,Semi-Urban
100312,2023-12-31,Snacks,Chocolate,3,340.4,0,1021.2,263.97,UPI,Regular,Rural
100313,2023-02-20,Beverages,Soda,15,490.18,10,6617.43,1067.78,Cash,New,Urban
100314,2023-09-21,Vegetables,Carrot,4,492.94,0,1971.76,211.39,UPI,New,Urban
100315,2023-10-10,Dairy,Cheese,15,346.47,5,4937.2,1414.78,Card,Regular,Rural
100316,2023-01-27,Household,Soap,14,129.37,0,1811.18,306.15,Cash,Regular,Urban
100317,2023-08-14,Household,Cleaner,19,401.29,5,7243.28,878.58,UPI,Regular,Rural
100318,2023-10-04,Vegetables,Carrot,13,62.44,0,811.72,161.02,Card,Member,Rural
100319,2023-10-13,Snacks,Biscuits,10,392.54,0,3925.4,995.85,UPI,Regular,Rural
100320,2023-04-07,Vegetables,Onion,5,456.0,0,2280.0,329.07,Cash,Member,Semi-Urban
100321,2023-10-11,Household,Cleaner,6,,10,1066.99,164.21,Card,Regular,Rural
100322,2023-11-13,Fruits,Apple,4,319.01,0,1276.04,189.55,UPI,Regular,Rural
100323,2023-10-31,Dairy,Milk,2,220.77,15,375.31,111.97,Cash,Member,Rural
100324,2023-05-27,Vegetables,Onion,16,224.5,15,3053.2,425.86,Cash,Member,Semi-Urban
100325,2023-01-04,Household,Cleaner,18,162.08,0,2917.44,627.55,UPI,Regular,Urban
100326,2023-02-04,Snacks,Nuts,5,383.44,5,1821.34,519.18,Cash,Regular,Semi-Urban
100327,2023-07-11,Household,Cleaner,4,468.73,0,1874.92,242.58,Card,Regular,Rural
100328,2023-02-18,Snacks,Nuts,13,470.97,0,6122.61,1801.09,Cash,New,Semi-Urban
100329,2023-01-17,Vegetables,Onion,19,95.64,10,1635.44,473.45,UPI,Regular,Urban
100330,2023-06-21,Snacks,Chips,2,438.62,5,833.38,230.77,Card,Member,Urban
100331,2023-08-08,Beverages,Coffee,13,371.34,5,4586.05,655.4,Cash,New,Rural
100332,2023-06-07,Beverages,Soda,11,133.89,0,1472.79,334.04,Cash,Member,Urban
100333,2023-02-15,Beverages,Juice,4,42.97,0,171.88,43.34,Card,New,Semi-Urban
100334,2023-01-06,Fruits,Mango,15,141.32,0,2119.8,630.02,Card,New,Semi-Urban
100335,2023-04-09,Vegetables,Carrot,4,456.98,10,1645.13,223.88,Cash,Member,Urban
100336,2023-08-21,Household,Detergent,9,320.26,5,2738.22,693.33,Card,New,Rural
100337,2023-02-06,Household,Tissue,7,363.32,10,2288.92,383.99,UPI,Member,Rural
100338,2023-10-07,Fruits,Orange,19,136.0,0,2584.0,349.16,Cash,Regular,Semi-Urban
100339,2023-12-15,Snacks,Biscuits,19,362.5,0,6887.5,1269.2,UPI,New,Urban
100340,2023-10-29,Fruits,Apple,6,23.78,0,142.68,36.92,Cash,Member,Semi-Urban
100341,2023-06-30,Snacks,Chips,6,193.91,0,1163.46,224.51,UPI,New,Semi-Urban
100342,2023-04-05,Snacks,Chocolate,15,317.11,0,4756.65,987.03,UPI,Member,Semi-Urban
100343,2023-04-09,Dairy,Milk,15,81.59,10,1101.47,329.37,Card,Regular,Rural
100344,2023-07-07,Household,Tissue,9,413.27,15,3161.52,568.51,Cash,Regular,Urban
100345,2023-04-26,Beverages,Coffee,4,125.17,5,475.65,106.11,Card,New,Urban
100346,2023-07-10,Snacks,Chocolate,18,329.62,0,5933.16,1026.73,Card,New,Rural
100347,2023-09-10,Dairy,Milk,18,208.55,0,3753.9,670.29,Cash,Member,Semi-Urban
100348,2023-06-10,Household,Soap,5,302.06,15,1283.75,306.98,UPI,Member,Semi-Urban
100349,2023-09-13,Beverages,Tea,11,62.65,0,689.15,198.18,Cash,New,Rural
100350,2023-11-19,Snacks,Biscuits,5,18.29,15,77.73,16.21,Cash,Member,Urban
100351,2023-05-08,Snacks,Chips,4,455.69,0,1822.76,462.4,Cash,Member,Rural
100352,2023-01-18,Fruits,Banana,12,142.12,0,1705.44,200.97,Card,Member,Urban
100353,2023-10-08,Fruits,Apple,2,411.64,15,699.79,99.53,Cash,New,Urban
100354,2023-08-11,Household,Soap,13,499.68,0,6495.84,1301.94,Cash,Regular,Urban
100355,2023-02-23,Beverages,Juice,10,113.6,5,1079.2,112.24,Cash,Regular,Semi-Urban
100356,2023-02-27,Snacks,Chips,9,139.93,5,1196.4,180.14,UPI,Member,Semi-Urban
100357,2023-11-19,Household,Tissue,10,334.8,0,3348.0,681.25,UPI,New,Rural
100358,2023-12-26,Household,Detergent,7,483.07,0,3381.49,348.27,UPI,Member,Rural
100359,2023-06-23,Vegetables,Potato,4,458.75,5,1743.25,266.56,UPI,Regular,Semi-Urban
100360,2023-10-07,Fruits,Apple,19,,10,4384.61,889.23,Card,Member,Rural
100361,2023-04-24,Beverages,Juice,10,399.6,0,3996.0,857.66,Card,Regular,Semi-Urban
100362,2023-10-15,Snacks,Biscuits,3,76.52,15,195.13,55.64,Cash,New,Semi-Urban
100363,2023-12-08,Household,Tissue,19,488.94,0,9289.86,2128.02,Card,Member,Urban
100364,2023-05-31,Snacks,Chocolate,2,482.53,0,965.06,176.55,UPI,New,Urban
100365,2023-05-07,Vegetables,Onion,10,90.23,0,902.3,258.12,Cash,Member,Semi-Urban
100366,2023-06-04,Beverages,Soda,2,156.72,0,313.44,80.55,Cash,Member,Urban
100367,2023-09-30,Household,Soap,2,59.08,0,118.16,16.54,UPI,Member,Semi-Urban
100368,2023-04-14,Snacks,Chips,17,143.14,20,1946.7,245.61,UPI,Member,Urban
100369,2023-10-26,Fruits,Mango,16,409.82,0,6557.12,1541.99,UPI,Member,Rural
100370,2023-09-03,Vegetables,Onion,16,195.37,0,3125.92,662.62,Card,New,Rural
100371,2023-06-25,Beverages,Coffee,14,53.31,0,746.34,192.51,Cash,New,Semi-Urban
100372,2023-02-08,Vegetables,Onion,7,177.69,10,1119.45,277.36,UPI,Regular,Semi-Urban
100373,2023-06-19,Fruits,Banana,11,490.88,15,4589.73,1032.88,Cash,Member,Urban
100374,2023-09-04,Beverages,Tea,1,318.54,0,318.54,94.69,Cash,Regular,Urban
100375,2023-01-26,Vegetables,Carrot,11,213.92,0,2353.12,486.43,Card,New,Semi-Urban
100376,2023-12-21,Dairy,Yogurt,4,91.6,0,366.4,44.93,Cash,Regular,Rural
100377,2023-11-02,Fruits,Mango,7,493.23,0,3452.61,917.2,UPI,New,Rural
100378,2023-01-13,Fruits,Banana,15,412.22,0,6183.3,929.79,,Member,Semi-Urban
100379,2023-11-12,Fruits,Orange,18,147.92,0,2662.56,680.18,Cash,Regular,Rural
100380,2023-11-09,Dairy,Butter,12,44.33,0,531.96,155.02,Cash,Regular,Semi-Urban
100381,2023-02-05,Dairy,Yogurt,17,,5,609.66,145.93,Card,Regular,Urban
100382,2023-06-22,Snacks,Chocolate,1,68.99,0,68.99,15.12,UPI,Regular,Rural
100383,2023-01-20,Household,Soap,11,294.58,15,2754.32,529.04,UPI,Member,Rural
100384,2023-11-17,Vegetables,Tomato,1,465.09,15,395.33,68.34,Cash,New,Urban
100385,2023-09-21,Snacks,Chips,15,253.4,5,3610.95,616.03,Cash,New,Urban
100386,2023-05-22,Vegetables,Onion,10,423.04,0,4230.4,961.46,Cash,Member,Rural
100387,2023-05-23,Household,Detergent,7,228.48,0,1599.36,400.25,UPI,New,Rural
100388,2023-04-02,Dairy,Cheese,2,357.21,0,714.42,168.39,Cash,Regular,Semi-Urban
100389,2023-12-20,Household,Detergent,10,368.62,10,3317.58,463.41,Card,Member,Semi-Urban
100390,2023-11-18,Dairy,Cheese,4,95.24,0,380.96,75.73,Card,New,Rural
100391,2023-10-15,Household,Soap,12,187.0,15,1907.4,492.73,Cash,Member,Semi-Urban
100392,2023-08-03,Snacks,Chips,19,322.28,15,5204.82,1015.67,Card,Member,Urban
100393,2023-12-08,Beverages,Coffee,11,44.64,0,491.04,101.8,Card,New,Semi-Urban
100394,2023-02-20,Snacks,Chocolate,8,187.15,5,1422.34,361.6,Card,New,Semi-Urban
100395,2023-06-02,Vegetables,Onion,18,272.05,0,4896.9,1137.32,Card,Member,Rural
100396,2023-07-05,Snacks,Biscuits,11,498.15,0,5479.65,996.58,Card,Member,Semi-Urban
100397,2023-03-04,Fruits,Apple,11,242.52,0,2667.72,744.51,UPI,New,Rural
100398,2023-07-09,Vegetables,Potato,13,409.87,0,5328.31,706.07,Cash,Member,Rural
100399,2023-05-05,Household,Tissue,3,,15,565.36,169.1,Card,New,Rural
100400,2023-05-30,Vegetables,Onion,12,400.23,0,4802.76,594.44,Cash,Member,Urban
100401,2023-11-10,Beverages,Tea,3,301.75,0,905.25,93.23,Card,Member,Semi-Urban
100402,2023-02-27,Dairy,Cheese,10,444.43,5,4222.08,1173.76,UPI,Member,Semi-Urban
100403,2023-12-08,Household,Tissue,17,211.36,5,3413.46,508.57,UPI,New,Semi-Urban
100404,2023-11-01,Vegetables,Onion,2,306.11,0,612.22,150.57,,Regular,Rural
100405,2023-06-29,Household,Tissue,17,318.71,15,4605.36,1207.54,Card,New,Urban
100406,2023-06-19,Household,Tissue,16,214.52,5,3260.7,886.25,Card,Member,Rural
100407,2023-11-22,Household,Detergent,2,80.71,0,161.42,48.15,UPI,Regular,Semi-Urban
100408,2023-09-28,Dairy,Milk,6,55.84,0,335.04,53.21,UPI,Regular,Rural
100409,2023-02-23,Snacks,Biscuits,10,18.17,0,181.7,43.98,Cash,Member,Rural
100410,2023-04-11,Household,Soap,10,438.03,10,3942.27,485.21,UPI,New,Semi-Urban
100411,2023-09-21,Fruits,Mango,8,125.87,5,956.61,173.49,Card,Regular,Rural
100412,2023-02-22,Beverages,Juice,1,113.64,10,102.28,27.57,,Regular,Rural
100413,2023-03-01,Dairy,Yogurt,13,370.66,0,4818.58,836.18,UPI,New,Urban
100414,2023-04-18,Vegetables,Onion,9,-100.0,0,1501.29,327.61,UPI,New,Rural
100415,2023-01-05,Dairy,Butter,10,257.96,0,2579.6,517.87,Card,Regular,Urban
100416,2023-04-13,Vegetables,Onion,15,89.63,0,1344.45,308.13,Cash,New,Semi-Urban
100417,2023-07-15,Dairy,Cheese,5,480.28,5,2281.33,672.03,UPI,Regular,Urban
100418,2023-09-19,Vegetables,Potato,16,427.27,10,6152.69,683.85,UPI,Member,Rural
100419,2023-12-31,Household,Tissue,13,433.26,0,5632.38,1209.79,Card,New,Semi-Urban
100420,2023-12-16,Snacks,Chocolate,18,209.32,0,3767.76,1027.11,Cash,Regular,Rural
100421,2023-02-16,Vegetables,Potato,11,383.56,0,4219.16,828.12,Cash,New,Rural
100422,2023-12-21,Vegetables,Onion,9,80.5,0,724.5,83.83,Cash,New,Urban
100423,2023-11-07,Fruits,Banana,16,14.22,0,227.52,48.26,Cash,Regular,Rural
100424,2023-11-04,Vegetables,Tomato,2,19.79,0,39.58,6.59,Card,Member,Urban
100425,2023-05-24,Fruits,Apple,2,297.43,0,594.86,77.92,UPI,Regular,Semi-Urban
100426,2023-09-26,Beverages,Tea,12,233.14,0,2797.68,754.83,UPI,New,Semi-Urban
100427,2023-05-04,Household,Tissue,8,263.83,0,2110.64,431.25,Cash,Regular,Rural
100428,2023-04-16,Fruits,Banana,9,13.66,0,122.94,35.24,Cash,New,Urban
100429,2023-06-07,Snacks,Biscuits,12,217.12,5,2475.17,646.52,Cash,Regular,Rural
100430,2023-05-27,Household,Soap,9,361.85,0,3256.65,777.02,UPI,Member,Rural
100431,2023-05-25,Fruits,Apple,10,226.92,20,1815.36,183.36,UPI,Member,Rural
100432,2023-04-30,Household,Tissue,2,368.79,0,737.58,136.87,Cash,Member,Rural
100433,2023-11-15,Household,Tissue,16,124.18,0,1986.88,277.16,,Member,Urban
100434,2023-10-02,Household,Tissue,7,408.44,0,2859.08,806.72,UPI,Regular,Rural
100435,2023-04-02,Beverages,Tea,2,298.33,0,596.66,80.5,UPI,Member,Semi-Urban
100436,2023-02-27,Snacks,Chips,1,113.27,10,101.94,16.03,Cash,Regular,Urban
100437,2023-12-12,Dairy,Butter,19,125.99,0,2393.81,486.82,Card,New,Rural
100438,2023-08-17,Dairy,Milk,4,317.73,15,1080.28,164.93,Cash,New,Urban
100439,2023-04-27,Fruits,Apple,2,,15,708.34,100.56,Cash,New,Rural
100440,2023-11-14,Household,Detergent,14,213.66,5,2841.68,624.66,Card,Member,Semi-Urban
100441,2023-10-06,Fruits,Apple,2,136.57,5,259.48,30.56,Card,Member,Semi-Urban
100442,2023-05-07,Beverages,Juice,15,434.84,5,6196.47,691.73,,Member,Semi-Urban
100443,2023-05-09,Beverages,Tea,12,337.94,0,4055.28,707.44,UPI,New,Urban
100444,2023-02-27,Vegetables,Tomato,5,229.56,5,1090.41,266.2,Cash,New,Semi-Urban
100445,2023-05-02,Beverages,Tea,7,249.07,0,1743.49,367.81,UPI,New,Rural
100446,2023-01-01,Vegetables,Carrot,10,110.09,0,1100.9,203.2,Card,New,Rural
100447,2023-08-27,Snacks,Chips,14,317.13,0,4439.82,946.35,UPI,Regular,Rural
100448,2023-10-17,Fruits,Apple,14,185.78,5,2470.87,427.68,Card,Regular,Urban
100449,2023-04-06,Snacks,Chocolate,5,497.87,15,2115.95,607.76,Card,Member,Urban
100450,2023-05-06,Beverages,Coffee,18,245.29,0,4415.22,490.01,Cash,Member,Semi-Urban
100451,2023-04-28,Snacks,Biscuits,14,248.08,10,3125.81,733.56,Cash,New,Urban
100452,2023-02-17,Snacks,Nuts,2,287.27,0,574.54,159.87,Cash,Regular,Rural
100453,2023-03-30,Snacks,Chocolate,12,459.21,0,5510.52,1437.02,UPI,Regular,Rural
100454,2023-08-25,Beverages,Coffee,6,402.4,0,2414.4,330.31,Cash,Member,Rural
100455,2023-09-29,Household,Cleaner,4,231.05,0,924.2,147.12,Card,Regular,Urban
100456,2023-07-08,Snacks,Chocolate,13,362.16,0,4708.08,1145.99,Cash,Member,Rural
100457,2023-07-11,Vegetables,Potato,4,297.26,5,1129.59,132.0,UPI,New,Semi-Urban
100458,2023-03-10,Beverages,Juice,14,251.26,10,3165.88,830.64,Cash,New,Urban
100459,2023-10-05,Snacks,Chocolate,16,104.23,0,1667.68,406.55,Cash,Member,Rural
100460,2023-12-15,Household,Cleaner,4,237.33,0,949.32,233.46,Cash,New,Rural
100461,2023-09-04,Beverages,Soda,1,130.45,10,117.4,14.09,UPI,New,Urban
100462,2023-03-17,Dairy,Butter,13,458.27,10,5361.76,1305.87,Card,Regular,Urban
100463,2023-06-03,Household,Soap,4,174.35,0,697.4,164.56,Card,Regular,Semi-Urban
100464,2023-05-24,Vegetables,Potato,18,476.61,0,8578.98,2283.59,Card,Regular,Urban
100465,2023-03-27,Snacks,Chips,6,271.2,15,1383.12,149.82,Cash,Regular,Rural
100466,2023-07-04,Dairy,Milk,3,319.46,5,910.46,95.25,Cash,Regular,Semi-Urban
100467,2023-10-12,Dairy,Cheese,13,276.04,0,3588.52,626.56,UPI,Member,Rural
100468,2023-08-08,Beverages,Tea,16,73.4,0,1174.4,152.39,Card,Member,Rural
100469,2023-03-10,Dairy,Milk,5,194.15,10,873.68,184.94,Cash,Regular,Rural
100470,2023-02-16,Vegetables,Tomato,4,58.58,0,234.32,66.42,Cash,New,Urban
100471,2023-04-04,Vegetables,Tomato,8,315.25,20,2017.6,359.73,Cash,New,Urban
100472,2023-08-26,Fruits,Apple,19,228.97,0,4350.43,1170.22,UPI,Member,Rural
100473,2023-07-23,Vegetables,Potato,14,391.21,10,4929.25,493.16,Card,Member,Urban
100474,2023-08-06,Household,Detergent,7,118.03,0,826.21,110.47,UPI,Member,Rural
100475,2023-12-07,Dairy,Yogurt,14,90.64,0,1268.96,134.62,Card,New,Urban
100476,2023-02-08,Vegetables,Carrot,6,209.1,15,1066.41,176.63,Card,Member,Urban
100477,2023-04-10,Beverages,Juice,12,464.03,0,5568.36,1568.26,,New,Urban
100478,2023-10-16,Fruits,Orange,16,358.11,5,5443.27,649.87,Cash,Member,Semi-Urban
100479,2023-09-11,Dairy,Milk,17,215.27,0,3659.59,809.8,Cash,New,Urban
100480,2023-08-10,Fruits,Orange,13,263.46,0,3424.98,651.77,Cash,Member,Semi-Urban
100481,2023-12-23,Dairy,Milk,14,51.26,0,717.64,206.46,Cash,Member,Semi-Urban
100482,2023-01-23,Beverages,Coffee,7,-100.0,5,3274.73,407.72,Card,New,Semi-Urban
100483,2023-09-07,Fruits,Mango,14,336.54,0,4711.56,670.95,Cash,Member,Rural
100484,2023-01-10,Snacks,Chocolate,15,149.85,0,2247.75,238.06,Cash,Regular,Urban
100485,2023-09-03,Household,Soap,12,297.05,0,3564.6,665.82,UPI,New,Rural
100486,2023-11-21,Household,Cleaner,17,63.65,5,1027.95,159.91,UPI,Member,Semi-Urban
100487,2023-04-10,Dairy,Yogurt,9,483.26,10,3914.41,1072.47,Card,New,Urban
100488,2023-10-17,Snacks,Chips,15,95.64,0,1434.6,317.03,Card,Member,Rural
100489,2023-06-29,Fruits,Apple,12,327.53,0,3930.36,875.76,UPI,Regular,Semi-Urban
100490,2023-08-11,Snacks,Chocolate,2,130.27,15,221.46,45.71,UPI,Member,Rural
100491,2023-09-07,Snacks,Biscuits,5,361.61,0,1808.05,214.02,Cash,Member,Rural
100492,2023-05-27,Fruits,Orange,13,390.64,15,4316.57,815.85,Cash,Regular,Urban
100493,2023-04-06,Beverages,Coffee,8,339.98,15,2311.86,693.33,Card,New,Urban
100494,2023-09-14,Snacks,Nuts,14,311.1,10,3919.86,1046.78,UPI,Member,Rural
100495,2023-11-21,Snacks,Nuts,15,447.31,0,6709.65,1869.92,Card,Member,Urban
100496,2023-01-04,Beverages,Coffee,11,48.53,10,480.45,127.15,Cash,Regular,Urban
100497,2023-01-16,Snacks,Nuts,1,172.15,10,154.94,18.69,Card,New,Rural
100498,2023-10-07,Snacks,Biscuits,3,131.66,5,375.23,54.59,Card,New,Urban
100499,2023-12-02,Snacks,Chips,17,,0,8400.21,845.27,Card,Regular,Urban
100500,2023-09-04,Household,Cleaner,19,200.8,0,3815.2,613.11,,Regular,Semi-Urban
100501,2023-09-15,Vegetables,Onion,14,368.98,0,5165.72,628.78,Card,Member,Urban
100502,2023-06-09,Beverages,Coffee,8,345.52,5,2625.95,510.9,Cash,Regular,Semi-Urban
100503,2023-12-06,Snacks,Chocolate,13,113.92,5,1406.91,331.22,UPI,Regular,Rural
100504,2023-06-01,Household,Tissue,3,127.11,0,381.33,104.83,Card,Regular,Semi-Urban
100505,2023-06-27,Beverages,Soda,5,147.83,0,739.15,184.67,Card,New,Rural
100506,2023-06-12,Dairy,Cheese,9,211.45,0,1903.05,547.54,,Regular,Urban
100507,2023-02-02,Dairy,Milk,6,124.82,5,711.47,78.82,Card,Member,Urban
100508,2023-06-28,Snacks,Biscuits,2,19.63,15,33.37,3.42,Cash,Member,Semi-Urban
100509,2023-04-11,Household,Detergent,13,,0,5731.7,1331.29,Card,Member,Rural
100510,2023-09-25,Household,Soap,5,483.15,0,2415.75,381.38,UPI,Regular,Urban
100511,2023-11-19,Beverages,Tea,8,177.37,0,1418.96,213.84,UPI,New,Semi-Urban
100512,2023-03-06,Beverages,Coffee,1,175.87,5,167.08,27.76,UPI,Regular,Semi-Urban
100513,2023-06-17,Household,Tissue,12,13.47,10,145.48,22.4,Card,Regular,Semi-Urban
100514,2023-11-26,Beverages,Tea,11,343.32,15,3210.04,649.35,Card,Member,Urban
100515,2023-02-12,Household,Soap,7,414.47,0,2901.29,545.53,UPI,Regular,Rural
100516,2023-02-13,Vegetables,Onion,15,81.84,20,982.08,198.86,UPI,New,Urban
100517,2023-10-12,Household,Detergent,11,88.24,0,970.64,227.66,Cash,Member,Urban
100518,2023-01-12,Dairy,Milk,16,397.14,5,6036.53,1071.04,Cash,New,Rural
100519,2023-04-05,Beverages,Juice,3,311.98,0,935.94,140.64,UPI,New,Semi-Urban
100520,2023-10-29,Household,Soap,14,31.98,15,380.56,50.71,UPI,New,Urban
100521,2023-09-10,Household,Tissue,3,315.05,5,897.89,152.55,Card,Regular,Semi-Urban
100522,2023-08-30,Beverages,Tea,1,161.37,5,153.3,38.07,UPI,Regular,Semi-Urban
100523,2023-02-04,Vegetables,Tomato,15,190.68,10,2574.18,647.0,Cash,Regular,Rural
100524,2023-08-03,Vegetables,Tomato,1,387.17,0,387.17,90.36,Cash,Regular,Rural
100525,2023-12-03,Beverages,Juice,17,407.36,0,6925.12,1016.65,Cash,Member,Rural
100526,2023-03-31,Fruits,Orange,2,206.17,15,350.49,76.27,Cash,Regular,Semi-Urban
100527,2023-09-21,Beverages,Coffee,6,474.1,0,2844.6,609.14,Cash,Member,Semi-Urban
100528,2023-04-03,Beverages,Soda,8,209.17,0,1673.36,329.41,Cash,New,Urban
100529,2023-03-31,Vegetables,Carrot,16,388.2,0,6211.2,1304.33,UPI,Member,Semi-Urban
100530,2023-04-25,Vegetables,Tomato,19,247.1,5,4460.16,884.71,Cash,Regular,Rural
100531,2023-04-15,Beverages,Coffee,1,449.79,0,449.79,95.85,Cash,Member,Rural
100532,2023-07-15,Beverages,Coffee,3,454.8,0,1364.4,331.69,Cash,Regular,Rural
100533,2023-11-10,Beverages,Soda,3,52.83,0,158.49,19.32,Cash,Regular,Rural
100534,2023-04-24,Vegetables,Onion,5,468.88,0,2344.4,585.92,UPI,Member,Semi-Urban
100535,2023-03-16,Beverages,Tea,12,414.51,15,4228.0,537.71,Card,Member,Rural
100536,2023-08-05,Beverages,Coffee,12,397.74,20,3818.3,432.71,Card,New,Urban
100537,2023-10-04,Snacks,Nuts,13,108.45,5,1339.36,395.4,Card,New,Semi-Urban
100538,2023-09-06,Fruits,Orange,9,404.51,0,3640.59,1060.86,Card,New,Rural
100539,2023-06-13,Dairy,Butter,7,426.57,15,2538.09,284.49,Cash,New,Urban
100540,2023-12-23,Fruits,Banana,4,151.68,5,576.38,108.74,Card,New,Rural
100541,2023-07-11,Snacks,Chips,19,,0,9055.59,1242.87,Card,Member,Semi-Urban
100542,2023-08-15,Dairy,Yogurt,19,34.43,15,556.04,109.58,UPI,New,Semi-Urban
100543,2023-06-26,Beverages,Tea,6,83.46,10,450.68,119.9,UPI,Member,Urban
100544,2023-04-09,Snacks,Nuts,13,273.41,10,3198.9,928.07,UPI,New,Semi-Urban
100545,2023-02-05,Beverages,Coffee,11,292.14,10,2892.19,656.09,Cash,Regular,Urban
100546,2023-04-06,Vegetables,Onion,13,326.12,0,4239.56,724.04,Cash,New,Rural
100547,2023-06-01,Household,Detergent,13,18.31,0,238.03,52.52,Cash,Regular,Semi-Urban
100548,2023-05-31,Snacks,Nuts,15,480.58,5,6848.26,1112.16,UPI,Member,Rural
100549,2023-07-09,Vegetables,Potato,13,31.85,0,414.05,116.75,Card,New,Rural
100550,2023-08-12,Snacks,Chocolate,11,80.1,0,881.1,241.49,UPI,Member,Semi-Urban
100551,2023-02-06,Snacks,Chips,19,16.87,10,288.48,61.06,Cash,New,Rural
100552,2023-09-25,Vegetables,Tomato,8,287.76,10,2071.87,341.78,UPI,Member,Urban
100553,2023-07-02,Dairy,Yogurt,8,466.81,0,3734.48,592.58,Card,New,Urban
100554,2023-01-13,Fruits,Orange,10,336.31,10,3026.79,322.91,Cash,New,Urban
100555,2023-10-06,Beverages,Soda,16,413.1,10,5948.64,1565.47,,Regular,Semi-Urban
100556,2023-08-05,Snacks,Nuts,19,16.51,5,298.01,56.64,Card,Member,Rural
100557,2023-12-21,Beverages,Tea,11,275.59,0,3031.49,500.28,Cash,Member,Rural
100558,2023-12-27,Household,Cleaner,13,235.19,0,3057.47,593.83,Card,Member,Rural
100559,2023-10-13,Vegetables,Potato,9,254.49,0,2290.41,604.09,UPI,Member,Rural
100560,2023-09-30,Beverages,Coffee,-5,45.38,0,862.22,107.71,Card,Member,Urban
100561,2023-03-03,Vegetables,Onion,-5,345.37,0,5525.92,1500.46,Card,Regular,Semi-Urban
100562,2023-03-25,Beverages,Tea,7,256.58,0,1796.06,502.0,,New,Urban
100563,2023-08-05,Fruits,Orange,19,384.92,0,7313.48,2116.09,UPI,Regular,Urban
100564,2023-12-08,Fruits,Banana,12,247.79,15,2527.46,453.67,Card,Member,Semi-Urban
100565,2023-07-06,Fruits,Mango,15,83.2,0,1248.0,179.0,Card,Member,Semi-Urban
100566,2023-01-19,Fruits,Mango,14,327.65,10,4128.39,721.35,UPI,New,Urban
100567,2023-06-26,Fruits,Mango,11,94.47,5,987.21,164.45,Cash,Regular,Rural
100568,2023-04-10,Fruits,Mango,10,437.47,0,4374.7,591.59,Cash,New,Semi-Urban
100569,2023-08-21,Vegetables,Tomato,11,310.43,15,2902.52,642.77,Cash,New,Semi-Urban
100570,2023-03-17,Snacks,Chips,6,87.03,5,496.07,96.89,Card,Regular,Urban
100571,2023-09-22,Beverages,Coffee,2,481.55,0,963.1,263.06,Cash,New,Rural
100572,2023-10-11,Fruits,Banana,11,264.0,10,2613.6,278.14,UPI,Regular,Semi-Urban
100573,2023-07-25,Vegetables,Tomato,19,45.72,0,868.68,198.73,Card,Regular,Urban
100574,2023-08-11,Vegetables,Onion,6,317.15,5,1807.76,456.62,Card,Member,Semi-Urban
100575,2023-02-21,Vegetables,Tomato,14,134.07,0,1876.98,472.81,Card,New,Rural
100576,2023-12-05,Snacks,Chocolate,6,403.81,10,2180.57,604.49,Cash,Member,Urban
100577,2023-05-24,Beverages,Coffee,17,410.73,0,6982.41,1716.32,Cash,New,Urban
