Age,Income,Time_On_App,Discount_Used,Payment_Method,Subscription,Spending_Score
22,21062,56.026375575736715,17.749815291596864,Card,Basic,7432.083832741244
56,70448,59.71993024555394,3.4711921373046684,UPI,Basic,22748.414198444952
21,115462,14.564238707071802,25.95298954541352,UPI,Premium,35907.11028045024
23,26229,26.79331103964623,3.380628179610745,UPI,Premium,8207.083761299487
49,76793,46.70311616372502,40.01782539111808,Wallet,Premium,22074.818629584166
47,67915,43.28113399295857,11.68560409552165,Wallet,Premium,20537.425321382965
52,24632,13.464274848692028,27.00059573022553,UPI,Premium,8995.177697654331
57,23596,49.87082187448398,44.00395437807291,Wallet,Basic,7949.150398585041
33,26168,17.344231451016334,32.54386845235971,Card,Basic,7745.2313714759275
30,27561,17.309968815244268,26.647889327566766,Card,Basic,8991.770855572571
59,93794,34.533593259137746,16.21668765576878,UPI,Basic,26985.406134991623
47,102152,37.611696416293675,16.650095652909897,Card,Premium,30100.78729553909
36,46734,36.904741431079614,33.474347759909506,UPI,Premium,13133.481011652892
34,26371,10.031776056876518,49.706968061058376,UPI,Basic,8479.444634754931
36,46069,53.26034744467092,33.09195949246893,Card,Premium,14813.289155928385
45,99905,19.608002342378832,27.889170868501246,Wallet,Premium,29903.99232625053
43,32910,12.123320670554229,36.532525511962305,Card,Basic,9069.25197763713
54,93479,53.88114439279374,23.26028061418591,Card,Basic,28258.877189657713
43,97735,57.560832402636436,3.0071171300392607,UPI,Premium,29063.23850559945
40,101264,52.417018949599786,28.11484079389549,UPI,Premium,29841.344071642045
26,43275,49.523384109868296,47.88126422526901,UPI,Basic,13625.873134309124
29,92274,41.0383089351462,8.765147117882982,UPI,Basic,27103.429616392823
18,101449,35.29715538350266,34.50024454103329,Wallet,Basic,29086.836533035486
18,80004,9.784271795127559,10.046684432952823,Wallet,Premium,22699.100257478356
51,82981,27.464926718888428,26.791384223654063,Wallet,Basic,23405.4469352258
49,104659,25.49786843567727,4.8338224823359806,UPI,Basic,31708.86890371926
42,74553,19.28645810681794,22.518546812909257,UPI,Premium,22594.77482233607
57,68447,44.78810625287217,37.80816644476231,UPI,Premium,20848.676958662047
18,54529,32.273165429332394,17.378576211949103,Wallet,Premium,17115.554632050502
33,95703,9.457541874920636,33.2455862243609,UPI,Premium,29967.137737940437
56,96090,17.11007610723962,39.77249803948646,Card,Premium,28315.828845790056
22,37260,42.579232001277774,46.358890973972635,Card,Basic,11857.091419192753
39,23812,9.187197271966511,11.732104092772676,UPI,Basic,5574.884687139501
46,48024,51.81638027268228,19.965795790465407,Card,Premium,16015.923239207692
20,78656,32.23305898576859,7.620800666520871,Card,Premium,22498.375658043726
29,47285,31.43226175296564,49.62417510791876,Wallet,Premium,13688.328539940227
43,112436,37.582428156273465,46.35004839621477,UPI,Premium,33349.2027238407
33,21605,50.357453125883204,26.99785651402798,UPI,Premium,5211.51198193526
54,91158,24.129506434620616,42.10166471882106,Wallet,Basic,27503.826439019304
39,92303,42.29088839074849,26.04789886360211,Card,Basic,28109.854107882427
46,47139,36.115258019768504,31.179284400137984,Card,Basic,14126.221187917568
31,97149,19.68655485931817,4.456221605800831,UPI,Basic,27665.297585477114
45,76138,53.32464924953369,37.763521024840394,Card,Premium,25099.43652314906
22,96125,48.85843118838105,6.3856741817617415,Wallet,Basic,29610.794300807076
47,33918,41.2148509062134,41.303381512626416,Wallet,Premium,13027.80306120628
22,105655,51.7819951001833,39.101404383519295,UPI,Premium,31195.50354438166
29,47446,52.70118105278913,35.43723488714882,Wallet,Premium,15482.56260321522
33,33046,43.959963719326915,1.8080190262381057,Wallet,Basic,10866.989744043274
43,44818,51.03573306000196,15.15641779726643,UPI,Premium,13375.81639779718
43,24324,43.3609303918106,13.155628495542143,Wallet,Basic,8886.86681000936
38,96323,42.40774244681652,18.006820373575955,Wallet,Basic,28682.542345367452
56,29111,39.02362580183514,4.382137338191927,Wallet,Premium,8492.290984260952
53,58110,46.39941517567027,46.84789115155314,Card,Premium,14207.762966243077
50,36389,13.723280791119054,27.690112035618814,UPI,Premium,11374.724681769469
47,61427,53.447891755941065,15.276215532901178,UPI,Basic,17329.881978163103
54,99579,52.95139402598776,19.849075853714172,UPI,Premium,29546.433926141854
40,48746,6.608600566900753,22.360127025241784,Card,Basic,13615.34361813996
27,107886,50.419921281061946,30.029716668030865,Card,Premium,32271.22750042311
22,20117,12.087842711039485,25.783971384824888,UPI,Premium,6557.9873865422815
53,104471,23.431536984252805,45.96959866072087,Card,Basic,31482.038445291462
51,33234,45.89295409603843,24.848174145291512,UPI,Basic,10882.502409276582
48,73441,13.84179428265695,49.607900741165636,Card,Basic,23394.354308481248
27,20846,49.98818632654842,42.571247887254785,Wallet,Basic,6179.5874907294165
36,30954,50.76737978767581,10.42552571786679,Wallet,Basic,9028.320708357998
49,99239,32.91072535684599,46.52976073219581,UPI,Basic,30913.540801910625
18,66514,5.351222944425847,5.818319894273804,Card,Premium,21002.640043250605
22,108236,20.787097324620202,40.87248542455958,Card,Premium,33364.07132557526
21,117579,38.93098051066582,19.031164673829004,Wallet,Basic,34522.73842516164
33,26469,58.96523979150829,43.898716022253474,Wallet,Premium,8696.478696503651
41,50105,39.74974398591676,43.40283450537252,Card,Basic,15365.024992987615
33,62101,19.28919695852879,40.296270005881055,Card,Premium,19810.36746615407
19,84323,39.87031367047862,39.50152181535307,Card,Premium,24973.88252244535
45,111922,34.69919588437205,15.23395695490204,Card,Basic,32046.453602181744
49,78067,47.8914967333129,4.045964152562609,Card,Basic,24284.38621235196
44,69376,10.883935135482712,20.149008938258074,Card,Basic,18283.14931029683
37,65587,46.85653463761154,8.676225749325434,UPI,Premium,19140.721720790374
41,56976,34.76966182718607,34.747554445123086,Card,Basic,16251.447906707881
29,87584,57.964560212244706,17.304986326889278,Wallet,Premium,25526.198102809256
52,98477,23.802969132127735,48.78051004299574,UPI,Basic,28932.644394791536
50,62533,39.79420412236715,32.0486038672666,Card,Premium,20165.341798097998
50,21828,56.261545803050964,41.124028181718046,Wallet,Premium,7657.511204385064
54,21917,10.63803503948736,6.6262336370924215,UPI,Basic,6308.811960479115
29,40618,56.547566798004816,43.10072411363113,Wallet,Premium,13644.462754076336
20,52254,42.833714726544734,46.13785952566972,Card,Premium,14890.347137517689
18,67362,8.731038250784454,24.353095940946794,Card,Basic,19075.677997388655
50,40128,21.552996182074892,30.312646887548873,Card,Premium,12995.386933932063
57,79383,43.949464875490484,38.24049004514977,Card,Basic,24605.271533790394
27,85545,8.704283080782442,8.741931363020628,UPI,Basic,25223.74187654663
46,102180,37.01937530969503,25.12830382317212,UPI,Basic,29684.89259049669
30,107958,24.02356813241262,19.933151388615656,Wallet,Basic,33962.11601847723
29,29865,39.15035347721124,7.318699608112455,Card,Premium,7406.286615654462
48,22219,7.515811859688206,18.376721114576572,Wallet,Premium,6069.606566184034
19,59809,52.9345243383807,3.4086154692746784,UPI,Premium,18414.26638014835
52,25287,58.54189330475683,1.2905953474743492,Card,Basic,9605.555465650177
40,54387,58.28828204071303,6.758314457741138,Card,Premium,16944.158251192268
34,28512,46.230850745860856,48.15575557945869,UPI,Premium,9310.37041790152
43,21342,12.154743207184758,27.476476794750848,UPI,Basic,5884.442969477298
25,83076,46.704475776096245,48.291108057661,UPI,Basic,25783.8848202704
46,39216,6.352280405234083,21.6248939165066,UPI,Premium,11876.120510738268
43,113070,6.216795334094849,15.590806654262979,UPI,Basic,32330.30104956144
27,99767,22.798562053224767,25.307093142012206,Card,Basic,30847.141850043256
43,117829,31.875375472256618,21.975584431645505,UPI,Basic,36457.921436071425
51,46614,47.37240797942863,5.283234213087196,Card,Basic,14958.493557144478
58,56258,42.58124571335779,32.04131573451031,Card,Premium,17100.71678570161
24,113789,29.52464885072116,10.80190912547998,UPI,Basic,33313.750179354916
21,62078,20.049466645491623,30.97939774489148,UPI,Basic,16444.922397432372
28,103524,59.841847508674114,32.51005461990767,Card,Basic,31536.482952184637
46,116573,28.43997162297851,7.601242656432405,UPI,Basic,36142.24440316861
53,32219,29.826286338132153,3.067481355533408,UPI,Basic,10736.998863484807
42,20235,13.999310165541806,39.03807930342199,UPI,Basic,6971.6455528284005
38,62929,48.71452518124612,22.99002118846601,Wallet,Basic,19037.04168973377
53,87444,43.15252241798188,2.9081897752737893,Card,Basic,27462.743165671953
27,28567,17.14232870338182,49.74331585848836,Wallet,Premium,9638.960099089787
54,90792,9.53095750887135,2.889028049818332,UPI,Basic,26787.399282922433
26,85441,42.42746161410922,34.75176144292766,Wallet,Premium,26551.538847572247
41,104555,40.998116785462436,49.18394626317068,UPI,Basic,31072.399331044362
52,93698,20.029273984901515,11.959005210796281,Wallet,Basic,28695.488611963017
52,25415,57.29749592377257,7.112468434359808,UPI,Basic,6548.095772186516
53,56159,13.308184047949513,6.069246971121444,Wallet,Basic,15624.667605509068
35,63925,28.778414057343106,15.163757378379778,Wallet,Premium,20357.42663198738
56,25951,56.89887560921794,5.052290550532335,Wallet,Basic,8933.459081351919
49,107388,28.085002430936726,34.6080670847066,Card,Basic,32986.15268689992
41,28007,40.118927121524706,3.1145899065031344,Wallet,Premium,8635.392636473462
40,61832,26.867691887953686,25.471106407489486,Card,Premium,16283.606241230596
49,78596,20.08183612917685,49.83484269264884,UPI,Basic,23630.502927824695
