Date,Sales
2022-07-18,2427.868215587612
2022-07-19,1330.4191322317592
2022-07-20,2079.8716835253726
2022-07-21,1661.2414640581014
2022-07-22,1944.5065141141324
2022-07-23,1691.1612556192013
2022-07-24,
2022-07-25,2193.0016574799006
2022-07-26,1975.201618987627
2022-07-27,2306.3145598435995
2022-07-28,2397.2189539994306
2022-07-29,2612.6293685445075
2022-07-30,2066.7433727213324
2022-07-31,
2022-08-01,1512.112746304523
2022-08-02,2454.479914614066
2022-08-03,2229.695208163927
2022-08-04,2116.5463262573935
2022-08-05,2222.3661170815585
2022-08-06,1519.630560832269
2022-08-07,1401.6265950374886
2022-08-08,2854.9140930384992
2022-08-09,1915.6389109013649
2022-08-10,1908.5032890966497
2022-08-11,
2022-08-12,1259.1108472515816
2022-08-13,1955.840560593859
2022-08-14,
2022-08-15,2000.8671783712255
2022-08-16,2043.5769701910874
2022-08-17,3244.7305406303467
2022-08-18,1830.7100096305226
2022-08-19,2789.9700539717232
2022-08-20,2821.0121075224724
2022-08-21,2376.812142635992
2022-08-22,1882.436833725444
2022-08-23,1319.2638319336354
2022-08-24,2238.9719386669535
2022-08-25,2509.406039850472
2022-08-26,2873.843732141492
2022-08-27,1525.021022876609
2022-08-28,
2022-08-29,
2022-08-30,1683.2610037815389
2022-08-31,2332.1937671178134
2022-09-01,1660.347615317132
2022-09-02,1587.8644113414953
2022-09-03,2398.497931861137
2022-09-04,2225.3693950217735
2022-09-05,2175.0055989675875
2022-09-06,1673.5563209004672
2022-09-07,2646.511639107351
2022-09-08,
2022-09-09,3190.095069377385
2022-09-10,2080.583084735022
2022-09-11,833.3260790764198
2022-09-12,
2022-09-13,2311.9749709227344
2022-09-14,2650.2470761654026
2022-09-15,1608.0859350380751
2022-09-16,
2022-09-17,2831.4994684970516
2022-09-18,2105.273381720574
2022-09-19,2269.726971178066
2022-09-20,2447.2651086942583
2022-09-21,2944.9974486602578
2022-09-22,2341.067983372791
2022-09-23,
2022-09-24,2336.150598793324
2022-09-25,2268.680140724613
2022-09-26,2462.205093637497
2022-09-27,1214.9883534602318
2022-09-28,2157.9267249737277
2022-09-29,2230.2202537898684
2022-09-30,1963.576416473914
2022-10-01,2392.0832221087794
2022-10-02,2960.5838102845205
2022-10-03,2069.10856555222
2022-10-04,20000.0
2022-10-05,
2022-10-06,2080.782252970928
2022-10-07,1555.7683988205954
2022-10-08,2307.889424543962
2022-10-09,899.166931600962
2022-10-10,850.8164810186599
2022-10-11,2166.506023558129
2022-10-12,827.5148084590669
2022-10-13,
2022-10-14,1809.9507182448388
2022-10-15,1639.2918251270567
2022-10-16,1926.0967482264412
2022-10-17,
2022-10-18,2119.2404056819655
2022-10-19,1580.3397991102704
2022-10-20,2677.220536392138
2022-10-21,1285.5713817279045
2022-10-22,2110.9417543860495
2022-10-23,1229.9570124941479
2022-10-24,2126.15895286527
2022-10-25,1840.6862980537012
2022-10-26,2541.1189557631837
2022-10-27,2360.344735597115
2022-10-28,1706.4303340041686
2022-10-29,1610.5301795918795
2022-10-30,1842.4516334839454
2022-10-31,2937.78573001717
2022-11-01,2809.5342405540405
2022-11-02,
2022-11-03,2400.112669000674
2022-11-04,1134.2842855513672
2022-11-05,1776.3287694713174
2022-11-06,1536.2178235687707
2022-11-07,2534.6397287862205
2022-11-08,1354.6412401057942
2022-11-09,2214.675117711236
2022-11-10,2000.3550607829818
2022-11-11,1912.275585135245
2022-11-12,2835.791475372199
2022-11-13,2879.848596167156
2022-11-14,1927.8035907735143
2022-11-15,1827.041849700003
2022-11-16,1246.5633405984165
2022-11-17,1997.870506380395
2022-11-18,2976.6516278729955
2022-11-19,1935.6323302360383
2022-11-20,2364.37964157189
2022-11-21,1301.251338040368
2022-11-22,1782.6125351331991
2022-11-23,2231.2326529013253
2022-11-24,2052.9311990240262
2022-11-25,2412.333667205281
2022-11-26,1698.664057720668
2022-11-27,1125.0057255881675
2022-11-28,2561.045115161135
2022-11-29,
2022-11-30,2253.302013750992
2022-12-01,
2022-12-02,1168.1234024840041
2022-12-03,2524.562708620013
2022-12-04,1716.7164027355154
2022-12-05,2027.5273109934808
2022-12-06,1820.9087180172219
2022-12-07,2811.2957511164545
2022-12-08,2671.7451040920314
2022-12-09,1093.832708114639
2022-12-10,3129.4135609540945
2022-12-11,1660.846633742402
2022-12-12,3051.218338490919
2022-12-13,1871.8952139300077
2022-12-14,1829.5416469540323
2022-12-15,1876.3361334610888
2022-12-16,1799.6051775102549
2022-12-17,3262.198268911611
2022-12-18,1961.818400339683
2022-12-19,1848.8517837306551
2022-12-20,2038.505378746472
2022-12-21,1516.3324015376475
2022-12-22,2798.560267145125
2022-12-23,1264.4595821534344
2022-12-24,1692.9956964642975
2022-12-25,2468.330154923396
2022-12-26,2021.176065383716
2022-12-27,2274.6075912500232
2022-12-28,2766.582058342715
2022-12-29,2501.90077416624
2022-12-30,2068.7381725705727
2022-12-31,3044.671324925899
2023-01-01,1685.8319256018833
2023-01-02,1949.8451795037236
2023-01-03,1984.779834248617
2023-01-04,1948.7891169915101
2023-01-05,1465.3946715194197
2023-01-06,1208.175087419751
2023-01-07,2208.6007871895968
2023-01-08,1683.2631072246713
2023-01-09,2953.90439449064
2023-01-10,1963.7288383823802
2023-01-11,1874.255371254255
2023-01-12,2547.169893201327
2023-01-13,2201.096318723861
2023-01-14,1912.2412861064756
2023-01-15,1679.6341261177784
2023-01-16,
2023-01-17,2180.8928811308692
2023-01-18,2542.214788692198
2023-01-19,1488.5272398832524
2023-01-20,1711.0073067881626
2023-01-21,3056.1729441451444
2023-01-22,2698.4654696778175
2023-01-23,2228.8110518666417
2023-01-24,1809.2145541014881
2023-01-25,1882.982114021712
2023-01-26,1661.9446323719355
2023-01-27,1421.5753349306792
2023-01-28,2461.9220921305073
2023-01-29,2269.4156113960294
2023-01-30,2368.0394081711365
2023-01-31,1831.5510060188678
2023-02-01,2127.8194875665818
2023-02-02,1783.9781175129328
2023-02-03,1636.3459686148467
2023-02-04,2833.531218071088
2023-02-05,
2023-02-06,2253.72716914327
2023-02-07,2417.8770069287507
2023-02-08,2067.020443116512
2023-02-09,2120.316372012577
2023-02-10,1456.6874115231462
2023-02-11,1551.9424857817073
2023-02-12,1526.0926224357768
2023-02-13,2302.729208410268
2023-02-14,2035.4453264110325
2023-02-15,1551.9842181172062
2023-02-16,2290.0494208176033
2023-02-17,2271.728230477053
2023-02-18,1652.5170043503176
2023-02-19,1986.0862276853632
2023-02-20,2273.5708375302384
2023-02-21,1570.8223229402884
2023-02-22,2283.1133824479753
2023-02-23,2150.511802081781
2023-02-24,1500.400147249487
2023-02-25,2109.898367499051
2023-02-26,2182.824293327952
2023-02-27,1686.9994369306005
2023-02-28,1726.3581750668955
2023-03-01,1495.790034534405
2023-03-02,1775.5005154380528
2023-03-03,1993.958994781426
2023-03-04,1727.7389206528396
2023-03-05,1257.5560508780563
2023-03-06,1655.7059876816866
2023-03-07,1791.353946593999
2023-03-08,2408.419354816126
2023-03-09,2297.3824573884654
2023-03-10,2418.1105394375013
2023-03-11,1630.490551500516
2023-03-12,
2023-03-13,
2023-03-14,2214.4601990904944
2023-03-15,2305.448836950399
2023-03-16,1824.187416069538
2023-03-17,2147.7149058608907
2023-03-18,1242.5378623149736
2023-03-19,1599.466504800088
2023-03-20,
2023-03-21,2255.626639269787
2023-03-22,1794.0727444776162
2023-03-23,2405.6811587023553
2023-03-24,2069.1490583999553
2023-03-25,1747.8895180389204
2023-03-26,1908.586344698353
2023-03-27,1772.2911543442322
2023-03-28,1408.112024590736
2023-03-29,2628.3429029510507
2023-03-30,
2023-03-31,1583.8196428515444
2023-04-01,1235.3258397433206
2023-04-02,
2023-04-03,2350.748434059494
2023-04-04,2396.804343518106
2023-04-05,2596.5192922973542
2023-04-06,1925.4803419149089
2023-04-07,
2023-04-08,1746.1384433484293
2023-04-09,1791.7211850808985
2023-04-10,2559.8951753700935
2023-04-11,1986.7423756355208
2023-04-12,2189.035398000701
2023-04-13,1778.996584019798
2023-04-14,2660.4239531103535
