EmployeeID,Age,Department,Salary
1057,35,IT,53615.72715662247
1659,36,HR,55679.99351377117
1475,47,IT,34039.48647198354
1455,28,IT,43462.54488617732
1828,45,IT,70067.46531449175
1894,37,,54675.527031968275
1360,49,IT,48272.40608345087
1934,28,,47772.08671457551
1000,35,IT,69045.18259403201
1386,47,IT,44093.64025290182
1972,27,IT,54417.87113680784
1347,23,HR,42373.169899553846
1189,49,,37564.43812470188
1504,44,,52541.627462895296
1190,23,IT,45455.53317647107
1507,40,IT,55788.265746264886
1368,35,HR,53352.66659493747
1408,45,HR,43936.74482039585
1823,50,HR,49672.91992877248
1928,34,,38331.21780998929
1933,27,,56322.10174813854
1116,37,,78514.03419491861
1133,40,IT,16645.819535067036
1057,56,,38081.59208887169
1555,29,Finance,53448.897018401454
1684,58,Finance,63602.86542688603
1671,42,HR,64221.82158650967
1172,22,,33774.45740629398
1828,44,Finance,51295.32973250556
1814,28,HR,53481.92767788004
1148,31,,44765.22955064622
1079,33,IT,52608.74125750644
1885,37,Finance,67953.42427703623
1212,28,IT,55848.30229208593
1202,41,,63551.73554136651
1763,38,Finance,30559.645696229116
1228,50,,51849.9361158581
1675,38,IT,37099.7995763219
1226,51,Finance,53935.43570485494
1658,58,IT,47431.26236844371
1531,52,,56063.85792520178
1440,31,,47874.56485928565
1401,45,IT,64352.85318913361
1046,53,Finance,37450.581060640536
1232,58,IT,69045.18259403201
1304,28,,51975.798343014736
1525,31,IT,61013.91375765088
1142,42,,42671.03627011004
1414,44,IT,50433.13584723516
1512,37,Finance,45351.76889534373
1372,32,Finance,56535.12366358867
1565,52,IT,30798.12039600216
1885,35,IT,84347.08696190688
1258,36,Finance,44345.072612494456
1655,42,,47431.26236844371
1470,48,Finance,61935.54712549613
1952,40,,76485.63899675605
1970,53,IT,60157.39568098681
1011,30,IT,54865.99957681866
1329,52,,57549.27003224973
1735,53,IT,52420.36886963762
1783,22,,41268.32609314358
1967,53,HR,24237.563987888607
1357,53,Finance,32270.857236087188
1971,33,HR,35897.7662834493
1407,50,,45119.556824728774
1667,53,Finance,46058.24916526297
1372,33,,62493.489928960844
1007,46,Finance,36426.280219159846
1121,42,Finance,43822.60768521621
1347,59,Finance,40252.67782788769
1675,22,Finance,43359.12421723007
1089,58,,42537.5201239229
1647,59,Finance,45913.58448133563
1697,46,Finance,86516.12949856522
1315,35,HR,47062.08769868243
1177,54,IT,58046.25098592564
1539,31,IT,68968.67566007696
1731,23,HR,29322.059749351294
1868,26,HR,62785.27035341709
1040,29,,37419.657144441604
1739,26,,80297.56837481383
1703,29,,65263.11374910129
1922,59,HR,47504.25005962514
1501,51,HR,50148.96529599906
1958,52,Finance,53935.43570485494
1144,32,,22395.06445648742
1200,28,,51966.53136028877
1928,28,,37360.70117914655
1723,48,IT,48836.992772090096
1460,40,Finance,58033.661703326434
1731,27,,70777.23387818485
1751,31,,55958.66913862179
1924,40,,51975.798343014736
1908,36,IT,57130.490515208185
1557,24,IT,41268.32609314358
1546,26,HR,55701.1806266266
1252,42,Finance,33147.25692633756
1389,46,HR,80687.25932132428
1593,23,Finance,67254.4403945209
1882,34,IT,65045.76964491776
1255,31,,42783.896639232735
1708,38,HR,25656.3312882324
1814,32,,34892.2445929094
1920,43,HR,64134.68315401802
1449,32,IT,54979.57600930224
1009,33,IT,33465.79517205276
1823,45,IT,57129.28383979837
1797,39,HR,50904.828717994584
1241,56,Finance,40252.67782788769
1250,28,HR,57757.95251808521
